"﻿""address""",city,description,language,location/lat,location/lng,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,phone,rank,price,state,street,totalScore,title,url,Competitor Website
"4000 Cedar Crest St, Houston, TX 77087",Houston,,en,29.6889363,-95.3241761,,,,,,,,,,,,,,,(281) 674-5051,52,,Texas,4000 Cedar Crest St,5,Daniel's Roofing & Gutters,https://www.google.com/maps/search/?api=1&query=Daniel's%20Roofing%20%26%20Gutters&query_place_id=ChIJmXWudAC_QIYRvf3BnLayfq0,
"7401 Market St, Houston, TX 77020",Houston,,en,29.7728124,-95.2943995,,,,,,,,,,,,,,,(713) 675-7141,65,,Texas,7401 Market St,5,David Alvarez Sheet Metal,https://www.google.com/maps/search/?api=1&query=David%20Alvarez%20Sheet%20Metal&query_place_id=ChIJU34M1Qu8QIYRiFXANweM-J8,
"3823 Tidwell Rd, Houston, TX 77093",Houston,,en,29.8489875,-95.3296913,Monday,10 AM to 6 PM,Tuesday,10 AM to 6 PM,Wednesday,10 AM to 6 PM,Thursday,10 AM to 6 PM,Friday,10 AM to 6 PM,Saturday,10 AM to 3 PM,Sunday,Closed,(281) 217-9829,60,,Texas,3823 Tidwell Rd,5,"Deleon Quality Construction, Inc.",https://www.google.com/maps/search/?api=1&query=Deleon%20Quality%20Construction%2C%20Inc.&query_place_id=ChIJi-uFcv65QIYRSYPzdQC4-IY,
"3919 Spencer St, Houston, TX 77007",Houston,,en,29.7751866,-95.4007632,Monday,7 AM to 8 PM,Tuesday,7 AM to 8 PM,Wednesday,7 AM to 8 PM,Thursday,7 AM to 8 PM,Friday,7 AM to 8 PM,Saturday,7 AM to 8 PM,Sunday,7 AM to 8 PM,(281) 805-8558,24,,Texas,3919 Spencer St,5,Diego's Roofing & Gutters,https://www.google.com/maps/search/?api=1&query=Diego's%20Roofing%20%26%20Gutters&query_place_id=ChIJlfUxaADHQIYRLQo2JgZnhWg,
"119 E 20th St, Houston, TX 77008",Houston,,en,29.8041779,-95.3969389,,,,,,,,,,,,,,,(281) 924-1947,36,,Texas,119 E 20th St,3.4,Distinctive Living,https://www.google.com/maps/search/?api=1&query=Distinctive%20Living&query_place_id=ChIJVRIVG2PHQIYRRfuLPLzPG58,
"6325 Cullen Blvd, Houston, TX 77021",Houston,,en,29.6954765,-95.3508104,Monday,7 AM to 3 PM,Tuesday,7 AM to 3 PM,Wednesday,7 AM to 3 PM,Thursday,7 AM to 3 PM,Friday,7 AM to 3 PM,Saturday,7 AM to 1 PM,Sunday,Closed,,55,,Texas,6325 Cullen Blvd,4,E. Resendiz Roofing & Supply,https://www.google.com/maps/search/?api=1&query=E.%20Resendiz%20Roofing%20%26%20Supply&query_place_id=ChIJXYzXdPK_QIYRsKxJy_Jmo4U,
"Houston, TX 77053",Houston,,en,29.6056147,-95.4620822,,,,,,,,,,,,,,,,40,,Texas,,,ECHOS ROOFING SUPPLY,https://www.google.com/maps/search/?api=1&query=ECHOS%20ROOFING%20SUPPLY&query_place_id=ChIJT25xiunrQIYRP88-fm4_-Uk,
"5301 Polk St Bldg. 14 suite 023, Houston, TX 77023",Houston,,en,29.7347733,-95.3168672,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5 PM,Friday,8 AM to 5 PM,Saturday,Closed,Sunday,Closed,(713) 292-9481,57,,Texas,5301 Polk St Bldg. 14 suite 023,,"Eagles Roofing and Construction, Inc.",https://www.google.com/maps/search/?api=1&query=Eagles%20Roofing%20and%20Construction%2C%20Inc.&query_place_id=ChIJWaj63x6_QIYRDWcwGF-aZYc,
"3112 Fannin St, Houston, TX 77004",Houston,,en,29.7413214,-95.3761738,,,,,,,,,,,,,,,(281) 536-9255,53,,Texas,3112 Fannin St,,Elevation Roofing Services,https://www.google.com/maps/search/?api=1&query=Elevation%20Roofing%20Services&query_place_id=ChIJr7qkbgC_QIYRTIyN_MMarz0,
"9403 Spaulding St, Houston, TX 77016",Houston,,en,29.8471676,-95.3036792,,,,,,,,,,,,,,,(713) 820-7594,33,,Texas,9403 Spaulding St,5,Emergency Roofing Texas,https://www.google.com/maps/search/?api=1&query=Emergency%20Roofing%20Texas&query_place_id=ChIJtVlMQtq7QIYRsduXGjZyIRk,
"5662 Hirondel, Houston, TX 77033",Houston,,en,29.6574964,-95.3372864,Monday,7 AM to 8 PM,Tuesday,7 AM to 8 PM,Wednesday,7 AM to 8 PM,Thursday,7 AM to 8 PM,Friday,7 AM to 8 PM,Saturday,7 AM to 8 PM,Sunday,7 AM to 8 PM,(832) 638-0146,30,,Texas,5662 Hirondel,5,Energyshield,https://www.google.com/maps/search/?api=1&query=Energyshield&query_place_id=ChIJn6lqKXKVQIYRGWVVO4Ofy_A,
"Houston, TX 77022",Houston,,en,29.8359225,-95.3782513,Monday,12 to 6 AM,Tuesday,Closed,Wednesday,Closed,Thursday,Closed,Friday,Closed,Saturday,Closed,Sunday,Open 24 hours,(832) 212-7775,35,,Texas,,,Ernestos roofing y remodeling,https://www.google.com/maps/search/?api=1&query=Ernestos%20roofing%20y%20remodeling&query_place_id=ChIJI_4asua5QIYRzFbvrZR85KY,
"601 E Sunnyside St, Houston, TX 77076",Houston,,en,29.8575548,-95.3691321,Monday,7 AM to 9 PM,Tuesday,7 AM to 9 PM,Wednesday,7 AM to 9 PM,Thursday,7 AM to 9 PM,Friday,7 AM to 9 PM,Saturday,7 AM to 9 PM,Sunday,8 AM to 8 PM,(832) 673-1336,7,,Texas,601 E Sunnyside St,5,Evercycle Roofing,https://www.google.com/maps/search/?api=1&query=Evercycle%20Roofing&query_place_id=ChIJMTeFkCx5O2YRQhcwOaRmHEI,
"12300 Fleming Dr #315, Houston, TX 77013",Houston,,en,29.7743208,-95.2195311,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(832) 979-5238,12,,Texas,12300 Fleming Dr #315,5,Expert Roofing,https://www.google.com/maps/search/?api=1&query=Expert%20Roofing&query_place_id=ChIJIzGRwLcHK4cRBT37rQZ_Ucs,
"7414 Lakewood Dr, Houston, TX 77016",Houston,,en,29.8618263,-95.2948184,Monday,7 AM to 8 PM,Tuesday,7 AM to 8 PM,Wednesday,7 AM to 8 PM,Thursday,7 AM to 8 PM,Friday,7 AM to 8 PM,Saturday,7 AM to 8 PM,Sunday,7 AM to 12 PM,(832) 287-8733,38,,Texas,7414 Lakewood Dr,5,FC Roofing & R LLC,https://www.google.com/maps/search/?api=1&query=FC%20Roofing%20%26%20R%20LLC&query_place_id=ChIJ3eWVH2a7QIYR6FHP4GOdKG8,
"2917 Brackenridge St, Houston, TX 77026",Houston,,en,29.7879896,-95.3413503,Monday,8 AM to 6 PM,Tuesday,8 AM to 6 PM,Wednesday,8 AM to 6 PM,Thursday,8 AM to 6 PM,Friday,8 AM to 6 PM,Saturday,8 AM to 6 PM,Sunday,Closed,(713) 269-9949,58,,Texas,2917 Brackenridge St,5,Figueroa´s Remodeling,https://www.google.com/maps/search/?api=1&query=Figueroa%C2%B4s%20Remodeling&query_place_id=ChIJh2Zovpa5QIYRz5Kkj5Srj1s,
"7639 Harrisburg Blvd, Houston, TX 77012",Houston,,en,29.7316871,-95.2887343,Monday,8 AM to 8 PM,Tuesday,8 AM to 8 PM,Wednesday,8 AM to 8 PM,Thursday,8 AM to 8 PM,Friday,8 AM to 8 PM,Saturday,7 AM to 8 PM,Sunday,9 AM to 6 PM,(346) 615-2485,11,,Texas,7639 Harrisburg Blvd,5,Frey Roofing & Construction,https://www.google.com/maps/search/?api=1&query=Frey%20Roofing%20%26%20Construction&query_place_id=ChIJ83kevm56K4cR1eN17ooRebw,
"1110 Voight St, Houston, TX 77009",Houston,,en,29.7803648,-95.3865356,Monday,8 AM to 8 PM,Tuesday,8 AM to 8 PM,Wednesday,8 AM to 8 PM,Thursday,8 AM to 8 PM,Friday,8 AM to 8 PM,Saturday,8 AM to 8 PM,Sunday,Closed,(713) 401-8420,18,,Texas,1110 Voight St,5,Gabriels Roofing,https://www.google.com/maps/search/?api=1&query=Gabriels%20Roofing&query_place_id=ChIJC7i0tAy5QIYRVdYRWVwLA0U,
"1223 Sadler St, Houston, TX 77022",Houston,,en,29.8350152,-95.3578303,Monday,6 AM to 6 PM,Tuesday,6 AM to 6 PM,Wednesday,6 AM to 6 PM,Thursday,6 AM to 6 PM,Friday,6 AM to 6 PM,Saturday,6 AM to 6 PM,Sunday,8 AM to 6 PM,(281) 836-2403,67,,Texas,1223 Sadler St,,Gomez Roofing,https://www.google.com/maps/search/?api=1&query=Gomez%20Roofing&query_place_id=ChIJuylEa8G5QIYR93ifUmwStaM,
"4134 Pinemont Dr, Houston, TX 77018",Houston,,en,29.8415947,-95.4474491,Monday,9 AM to 5 PM,Tuesday,9 AM to 5 PM,Wednesday,9 AM to 5 PM,Thursday,9 AM to 5 PM,Friday,9 AM to 5 PM,Saturday,Closed,Sunday,Closed,(713) 686-9007,14,,Texas,4134 Pinemont Dr,4.5,Graziano Roofing of Texas Inc,https://www.google.com/maps/search/?api=1&query=Graziano%20Roofing%20of%20Texas%20Inc&query_place_id=ChIJCw8cCxXGQIYR1ttaVYx8-M8,
"6311 Griggs Rd, Houston, TX 77023",Houston,,en,29.7072171,-95.308122,Monday,8 AM to 6 PM,Tuesday,8 AM to 6 PM,Wednesday,8 AM to 6 PM,Thursday,8 AM to 6 PM,Friday,8 AM to 6 PM,Saturday,8 AM to 4 PM,Sunday,Closed,(713) 434-6121,69,,Texas,6311 Griggs Rd,4.2,Griggs Building Materials,https://www.google.com/maps/search/?api=1&query=Griggs%20Building%20Materials&query_place_id=ChIJ-YfFfoS9QIYRvDAJJGxt-wI,
"5600 S Willow Dr, Houston, TX 77035",Houston,,en,29.6522577,-95.4764294,,,,,,,,,,,,,,,(281) 817-0029,6,,Texas,5600 S Willow Dr,4.7,Gulf Coast Roofing Company,https://www.google.com/maps/search/?api=1&query=Gulf%20Coast%20Roofing%20Company&query_place_id=ChIJpaI-HaPpQIYRWivK_a6Ce5g,
"4119 Jorns St, Houston, TX 77045",Houston,,en,29.6298156,-95.4400699,,,,,,,,,,,,,,,(832) 455-2845,18,,Texas,4119 Jorns St,5,Guzman Roofing,https://www.google.com/maps/search/?api=1&query=Guzman%20Roofing&query_place_id=ChIJZQG-hSDrQIYR5RFK_nhaB_8,
"6008 W 34th St 6008 E, Houston, TX 77092",Houston,,en,29.820037,-95.4785509,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5 PM,Friday,8 AM to 5 PM,Saturday,8 AM to 12 PM,Sunday,8 AM to 12 PM,(713) 425-2510,20,,Texas,6008 W 34th St 6008 E,2,H&H Roofing & Gutters,https://www.google.com/maps/search/?api=1&query=H%26H%20Roofing%20%26%20Gutters&query_place_id=ChIJUVoQ49XFQIYRHI79EkAqCKU,
"7999 Hansen Rd Ste 330, Houston, TX 77061",Houston,,en,29.6537837,-95.2576296,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(832) 946-8366,33,,Texas,7999 Hansen Rd Ste 330,,HQ Roofing LLC,https://www.google.com/maps/search/?api=1&query=HQ%20Roofing%20LLC&query_place_id=ChIJc9Gs3GmXQIYRb-39y1rRFqQ,
"11115 Fondren Rd, Houston, TX 77096",Houston,,en,29.658219,-95.50775,,,,,,,,,,,,,,,,50,,Texas,11115 Fondren Rd,5,HTR Houston Texas,https://www.google.com/maps/search/?api=1&query=HTR%20Houston%20Texas&query_place_id=ChIJW5QCYADpQIYRvvjHYOULxrw,
"7721A W Bellfort Ave, Houston, TX 77071",Houston,,en,29.6558054,-95.5120788,Monday,12 AM to 9 PM,Tuesday,7 AM to 9 PM,Wednesday,7 AM to 9 PM,Thursday,7 AM to 9 PM,Friday,7 AM to 9 PM,Saturday,7 AM to 9 PM,Sunday,7 AM to 5 PM,(713) 777-3747,36,,Texas,7721A W Bellfort Ave,5,Haynes Construction & Contracting,https://www.google.com/maps/search/?api=1&query=Haynes%20Construction%20%26%20Contracting&query_place_id=ChIJA2JxQMnpQIYR5DrEuRaDPw8,
"2401 Francis St, Houston, TX 77004",Houston,,en,29.7333133,-95.3654921,,,,,,,,,,,,,,,(281) 536-9267,44,,Texas,2401 Francis St,,Heritage Roofing Services,https://www.google.com/maps/search/?api=1&query=Heritage%20Roofing%20Services&query_place_id=ChIJ9eZoOQC_QIYRZfZPDSyVtVY,
"6405 W Bellfort Ave, Houston, TX 77035",Houston,,en,29.6557831,-95.5039201,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(832) 997-5214,12,,Texas,6405 W Bellfort Ave,5,Hernandez Roofing,https://www.google.com/maps/search/?api=1&query=Hernandez%20Roofing&query_place_id=ChIJJywii47pQIYR1TgaMQ9RJpU,
"3342 Walnut Bend Ln, Houston, TX 77042",Houston,,en,29.724252,-95.568215,Monday,8 AM to 6 PM,Tuesday,8 AM to 6 PM,Wednesday,8 AM to 6 PM,Thursday,8 AM to 6 PM,Friday,8 AM to 6 PM,Saturday,8 AM to 6 PM,Sunday,Closed,(713) 553-5494,34,,Texas,3342 Walnut Bend Ln,,Hill Commercial Roofing,https://www.google.com/maps/search/?api=1&query=Hill%20Commercial%20Roofing&query_place_id=ChIJSdYFJf3dQIYRn2TlYYvAp5I,
"2950 N Loop W Fwy suite 853, Houston, TX 77092",Houston,,en,29.8051373,-95.4485962,,,,,,,,,,,,,,,(832) 910-9513,47,,Texas,2950 N Loop W Fwy suite 853,,Horizon Roofing Group,https://www.google.com/maps/search/?api=1&query=Horizon%20Roofing%20Group&query_place_id=ChIJjRgjiBjHQIYRarjXckSkQEI,
"6837 Langdon Ln, Houston, TX 77074",Houston,,en,29.6938931,-95.5050397,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(713) 538-7423,28,,Texas,6837 Langdon Ln,,Houston RoofUS Pros,https://www.google.com/maps/search/?api=1&query=Houston%20RoofUS%20Pros&query_place_id=ChIJOyy-OQDDQIYRonlWeW2I9MA,
"12211 Gulf Fwy, Houston, TX 77034",Houston,,en,29.6237962,-95.2225891,Monday,7 AM to 11 PM,Tuesday,7 AM to 11 PM,Wednesday,7 AM to 11 PM,Thursday,7 AM to 11 PM,Friday,7 AM to 11 PM,Saturday,8 AM to 8 PM,Sunday,8 AM to 8 PM,(254) 327-4369,49,,Texas,12211 Gulf Fwy,4.6,Houston Water Emergency Restoration,https://www.google.com/maps/search/?api=1&query=Houston%20Water%20Emergency%20Restoration&query_place_id=ChIJt-FEfD6xcqERmJQbYweEmIA,
"5003 Beechaven St, Houston, TX 77053",Houston,,en,29.5931146,-95.4566383,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5 PM,Friday,8 AM to 5 PM,Saturday,Closed,Sunday,Closed,(832) 847-2508,43,,Texas,5003 Beechaven St,,Ibarra’s Roofing,https://www.google.com/maps/search/?api=1&query=Ibarra%E2%80%99s%20Roofing&query_place_id=ChIJEWcoPXLrQIYRB3x7kIPXyRw,
"Avenue P, Houston, TX 77012",Houston,,en,29.74199,-95.2851334,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(346) 500-9800,40,,Texas,Avenue P,5,Indus Roofing & Construction,https://www.google.com/maps/search/?api=1&query=Indus%20Roofing%20%26%20Construction&query_place_id=ChIJ5aexANe9QIYRDdUjQd2Rf3Q,
"8717 Windswept Ln, Houston, TX 77063",Houston,,en,29.7253372,-95.5182529,,,,,,,,,,,,,,,,48,,Texas,8717 Windswept Ln,5,JH Quality,https://www.google.com/maps/search/?api=1&query=JH%20Quality&query_place_id=ChIJm4yvParDQIYRawePQsUGXYU,
"6901 Hillsboro St, Houston, TX 77020",Houston,,en,29.7802181,-95.3009226,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(445) 330-0011,45,,Texas,6901 Hillsboro St,,James Fisher Strong Roofing Supply,https://www.google.com/maps/search/?api=1&query=James%20Fisher%20Strong%20Roofing%20Supply&query_place_id=ChIJ0wyorgO7QIYRBTU0_lZTzQY,
"2307 Knight St, Houston, TX 77093",Houston,,en,29.8409781,-95.3501262,Monday,7 AM to 4 PM,Tuesday,7 AM to 4 PM,Wednesday,7 AM to 4 PM,Thursday,7 AM to 4 PM,Friday,7 AM to 4 PM,Saturday,Closed,Sunday,Closed,(713) 738-4525,53,,Texas,2307 Knight St,4.5,"Jay-Co Enterprises, LLC",https://www.google.com/maps/search/?api=1&query=Jay-Co%20Enterprises%2C%20LLC&query_place_id=ChIJMXbiEbW5QIYREy2-20q8L1s,
"4801 Woodway Dr 300 East, Houston, TX 77056",Houston,,en,29.763475,-95.459558,Monday,8:30 AM to 5 PM,Tuesday,8:30 AM to 5 PM,Wednesday,8:30 AM to 5 PM,Thursday,8:30 AM to 5 PM,Friday,8:30 AM to 5 PM,Saturday,Closed,Sunday,Closed,(832) 784-1657,52,,Texas,4801 Woodway Dr 300 East,,Kennebrew & Britton Development Group L.L.C,https://www.google.com/maps/search/?api=1&query=Kennebrew%20%26%20Britton%20Development%20Group%20L.L.C&query_place_id=ChIJy-YP1UvBQIYRfkANquk8-CA,
"1155 Creekmont Dr, Houston, TX 77091",Houston,,en,29.8423103,-95.4277674,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5 PM,Friday,8 AM to 5 PM,Saturday,Closed,Sunday,Closed,(832) 503-0598,75,,Texas,1155 Creekmont Dr,4,Kingdom Builders,https://www.google.com/maps/search/?api=1&query=Kingdom%20Builders&query_place_id=ChIJcfLsjSXHQIYR-s-keynq_lk,
"2135 Orean St, Houston, TX 77034",Houston,,en,29.6507916,-95.2309464,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(832) 886-3651,13,,Texas,2135 Orean St,4.8,LOPEZ ROOFING RESTORATION,https://www.google.com/maps/search/?api=1&query=LOPEZ%20ROOFING%20RESTORATION&query_place_id=ChIJkb8wTQCXQIYRglSdkm9g-Y8,
"9801 Westheimer Rd #300, Houston, TX 77042",Houston,,en,29.7364389,-95.5417747,Monday,6 AM to 8 PM,Tuesday,6 AM to 8 PM,Wednesday,6 AM to 8 PM,Thursday,6 AM to 8 PM,Friday,6 AM to 8 PM,Saturday,6 AM to 8 PM,Sunday,6 AM to 8 PM,(832) 282-9504,16,,Texas,9801 Westheimer Rd #300,5,LSR EXPERTS,https://www.google.com/maps/search/?api=1&query=LSR%20EXPERTS&query_place_id=ChIJ-ZOWMkfJQIYRAaL2PhHwFgQ,
"9700 Almeda Genoa Rd #203, Houston, TX 77075",Houston,,en,29.6270026,-95.2436884,Monday,8:30 AM to 4:30 PM,Tuesday,8:30 AM to 4:30 PM,Wednesday,8:30 AM to 4:30 PM,Thursday,8:30 AM to 4:30 PM,Friday,8:30 AM to 4:30 PM,Saturday,Closed,Sunday,Closed,(713) 532-9600,50,,Texas,9700 Almeda Genoa Rd #203,3.2,Liberty Builders,https://www.google.com/maps/search/?api=1&query=Liberty%20Builders&query_place_id=ChIJ9QgM622XQIYRll6HI31-lxE,
"3054 Tidwell Rd, Houston, TX 77093",Houston,,en,29.8478638,-95.340477,Monday,7 AM to 7 PM,Tuesday,7 AM to 7 PM,Wednesday,7 AM to 7 PM,Thursday,7 AM to 5 PM,Friday,7 AM to 7 PM,Saturday,7 AM to 7 PM,Sunday,8 AM to 2 PM,(713) 224-6660,84,,Texas,3054 Tidwell Rd,4.2,Longhorn Building Material,https://www.google.com/maps/search/?api=1&query=Longhorn%20Building%20Material&query_place_id=ChIJy_6HFMa5QIYRZRp7KxQzNjM,
"5214 San Juan St, Houston, TX 77020",Houston,,en,29.7715796,-95.3186012,,,,,,,,,,,,,,,(346) 775-1159,7,,Texas,5214 San Juan St,5,López roofing and more...,https://www.google.com/maps/search/?api=1&query=L%C3%B3pez%20roofing%20and%20more...&query_place_id=ChIJ5dvqgBa_QIYRRu8dTJCrCAc,
"7903 Peachtree St, Houston, TX 77016",Houston,,en,29.8318481,-95.3155382,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(832) 877-9652,65,,Texas,7903 Peachtree St,,M&O contracting service corp,https://www.google.com/maps/search/?api=1&query=M%26O%20contracting%20service%20corp&query_place_id=ChIJp8zBh_S5QIYR3bfAQzZWLo0,
"6025 Yale St, Houston, TX 77076",Houston,,en,29.8531639,-95.4033359,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Closed,(877) 788-0222,36,,Texas,6025 Yale St,5,Magnolia Developments,https://www.google.com/maps/search/?api=1&query=Magnolia%20Developments&query_place_id=ChIJAcRWcw3DQIYRpkcMz_t1Lec,
"4119 Reed Rd, Houston, TX 77051",Houston,,en,29.6585627,-95.3670592,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(936) 279-3500,2,,Texas,4119 Reed Rd,4.8,Martin Family LLC,https://www.google.com/maps/search/?api=1&query=Martin%20Family%20LLC&query_place_id=ChIJAVOTJTSVQIYRfIBJ7VAqGjM,
"1278 Terminal St, Houston, TX 77011",Houston,,en,29.7470348,-95.3074233,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(713) 337-0915,20,,Texas,1278 Terminal St,5,MasterCraft Roofing,https://www.google.com/maps/search/?api=1&query=MasterCraft%20Roofing&query_place_id=ChIJAa5xG9C9QIYR3LoblyADa1c,
"10651 W Sam Houston Pkwy S, Houston, TX 77036",Houston,,en,29.7149094,-95.5558771,Monday,7 AM to 8 PM,Tuesday,7 AM to 8 PM,Wednesday,7 AM to 8 PM,Thursday,7 AM to 8 PM,Friday,7 AM to 8 PM,Saturday,7 AM to 8 PM,Sunday,7 AM to 8 PM,(281) 606-3111,13,,Texas,10651 W Sam Houston Pkwy S,4.8,Matias's Roofing & Gutters,https://www.google.com/maps/search/?api=1&query=Matias's%20Roofing%20%26%20Gutters&query_place_id=ChIJbwaxNgDDQIYRSskd34zhcPY,
"6001 Stonington St #196, Houston, TX 77040",Houston,Roofing company providing roof replacement services for properties of all sizes.,en,29.8564607,-95.5251525,Monday,9 AM to 5 PM,Tuesday,9 AM to 5 PM,Wednesday,9 AM to 5 PM,Thursday,9 AM to 5 PM,Friday,9 AM to 5 PM,Saturday,Closed,Sunday,Closed,(713) 244-8845,31,,Texas,6001 Stonington St #196,4.6,Maverick Exteriors,https://www.google.com/maps/search/?api=1&query=Maverick%20Exteriors&query_place_id=ChIJcZNm0RPFQIYRX2aYl4OM_F0,
"2402 Chenevert St, Houston, TX 77004",Houston,,en,29.742522,-95.3666958,,,,,,,,,,,,,,,(713) 659-7830,60,,Texas,2402 Chenevert St,3.7,Medearis Sheet Metal & Roofing,https://www.google.com/maps/search/?api=1&query=Medearis%20Sheet%20Metal%20%26%20Roofing&query_place_id=ChIJF5z7ahG_QIYR-yMqJtdycNQ,
"7011 Edgemoor Dr, Houston, TX 77074",Houston,,en,29.7021168,-95.5068836,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(713) 882-1891,57,,Texas,7011 Edgemoor Dr,5,Mejia Remodeling,https://www.google.com/maps/search/?api=1&query=Mejia%20Remodeling&query_place_id=ChIJAR6jzR_DQIYR9n8snaJAPV8,
"8939 Hazen St, Houston, TX 77036",Houston,,en,29.6914921,-95.5426186,Monday,8 AM to 7 PM,Tuesday,8 AM to 7 PM,Wednesday,8 AM to 7 PM,Thursday,8 AM to 7 PM,Friday,8 AM to 7 PM,Saturday,8 AM to 7 PM,Sunday,8 AM to 7 PM,(832) 893-0423,24,,Texas,8939 Hazen St,5,Mendez Renovations,https://www.google.com/maps/search/?api=1&query=Mendez%20Renovations&query_place_id=ChIJQ3EmDmzDQIYRAO65AaTXNq0,
"8321 Bauman Rd, Houston, TX 77022",Houston,,en,29.8364338,-95.3717291,,,,,,,,,,,,,,,(713) 695-0000,38,,Texas,8321 Bauman Rd,5,Metal Specialties,https://www.google.com/maps/search/?api=1&query=Metal%20Specialties&query_place_id=ChIJIU6Gi0G4QIYRIxcIC78IN_4,
"8401 W Monroe Rd, Houston, TX 77061",Houston,,en,29.6472549,-95.2666778,Monday,7 AM to 4:30 PM,Tuesday,7 AM to 4:30 PM,Wednesday,7 AM to 4:30 PM,Thursday,7 AM to 4:30 PM,Friday,7 AM to 4:30 PM,Saturday,Closed,Sunday,Closed,(281) 974-2147,13,,Texas,8401 W Monroe Rd,5,Metalfab of Houston,https://www.google.com/maps/search/?api=1&query=Metalfab%20of%20Houston&query_place_id=ChIJUcIudn2-QIYRFjneehMnkRk,
"2211 Karbach St, Houston, TX 77092",Houston,,en,29.8078861,-95.4620131,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(601) 480-9713,38,,Texas,2211 Karbach St,,Mountain Guard Roofing Supply,https://www.google.com/maps/search/?api=1&query=Mountain%20Guard%20Roofing%20Supply&query_place_id=ChIJawwo62HHQIYRMM_Fi7PUNV8,
"2222 N Shepherd Dr Ste 112, Houston, TX 77008",Houston,,en,29.8062118,-95.4087932,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,,62,,Texas,2222 N Shepherd Dr Ste 112,5,Neko,https://www.google.com/maps/search/?api=1&query=Neko&query_place_id=ChIJ__8_Az2-QIYRrPLj1cNfl0g,
"4702 Center St, Houston, TX 77007",Houston,,en,29.771417,-95.408609,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,12 AM to 11:30 PM,Sunday,Open 24 hours,(346) 699-4343,23,,Texas,4702 Center St,5,Neko,https://www.google.com/maps/search/?api=1&query=Neko&query_place_id=ChIJsdWN5nXHQIYR7MwhYoQS1r0,
