address,city,description,language,location/lat,location/lng,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,phone,rank,price,state,street,totalScore,title,url,Competitor Website
"8228 Bruton Rd, Dallas, TX 75217",Dallas,,en,32.7482583,-96.6794825,Monday,9 AM to 5 PM,Tuesday,9 AM to 5 PM,Wednesday,9 AM to 5 PM,Thursday,9 AM to 5 PM,Friday,9 AM to 5 PM,Saturday,10 AM to 1 PM,Sunday,Closed,(214) 380-4634,7,,Texas,8228 Bruton Rd,,Unity Roofing & Exteriors,https://www.google.com/maps/search/?api=1&query=Unity%20Roofing%20%26%20Exteriors&query_place_id=ChIJeWxKTfujToYR38oUmYD_d8Y,
"Dallas, TX 75208",Dallas,,en,32.7341236,-96.8566305,,,,,,,,,,,,,,,,43,,Texas,,,Uplift Roofing Supplies,https://www.google.com/maps/search/?api=1&query=Uplift%20Roofing%20Supplies&query_place_id=ChIJdZzxAECaToYRRayNIqa_jts,
"2976 Cummings St, Dallas, TX 75216",Dallas,,en,32.6989285,-96.7710648,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(826) 249-7036,41,,Texas,2976 Cummings St,,UrbatrixBuildGroup,https://www.google.com/maps/search/?api=1&query=UrbatrixBuildGroup&query_place_id=ChIJ-bNgzEaXToYRFpdarEBVBBE,
"6935 Northaven Rd, Dallas, TX 75230",Dallas,,en,32.900103,-96.7868435,Monday,9 AM to 5 PM,Tuesday,9 AM to 5 PM,Wednesday,9 AM to 5 PM,Thursday,9 AM to 5 PM,Friday,9 AM to 5 PM,Saturday,10 AM to 1 PM,Sunday,Closed,(214) 617-3771,5,,Texas,6935 Northaven Rd,5.0,Vargas Roofing Solutions,https://www.google.com/maps/search/?api=1&query=Vargas%20Roofing%20Solutions&query_place_id=ChIJG3X2sS4hTIYR0gV1qMig_9k,
"9717 Laneyvale Ave, Dallas, TX 75217",Dallas,,en,32.7280075,-96.655003,Monday,7 AM to 6:30 PM,Tuesday,7 AM to 6:30 PM,Wednesday,7 AM to 6:30 PM,Thursday,7 AM to 6:30 PM,Friday,7 AM to 6:30 PM,Saturday,8:30 AM to 3:30 PM,Sunday,Closed,(469) 363-3960,18,,Texas,9717 Laneyvale Ave,5.0,Vasquez Roofing,https://www.google.com/maps/search/?api=1&query=Vasquez%20Roofing&query_place_id=ChIJnwzNM3alToYRA_Qs8R7qsgg,
"1120 S Beckley Ave, Dallas, TX 75203",Dallas,,en,32.7337001,-96.8225758,Monday,7 AM to 5 PM,Tuesday,7 AM to 5 PM,Wednesday,7 AM to 5 PM,Thursday,7 AM to 5 PM,Friday,7 AM to 5 PM,Saturday,7 AM to 5 PM,Sunday,Closed,(214) 941-4282,54,,Texas,1120 S Beckley Ave,3.6,Vasquez Surplus,https://www.google.com/maps/search/?api=1&query=Vasquez%20Surplus&query_place_id=ChIJD-wiFO2ZToYRQqrKPbDCpG8,
"6912 Sweet Sue Ln, Dallas, TX 75241",Dallas,,en,32.6648513,-96.8022204,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5 PM,Friday,8 AM to 5 PM,Saturday,9 AM to 12 PM,Sunday,Closed,(214) 334-2954,40,,Texas,6912 Sweet Sue Ln,4.0,Vested Roofing Services,https://www.google.com/maps/search/?api=1&query=Vested%20Roofing%20Services&query_place_id=ChIJIYOWsGaXToYRZMfWdFE_JDA,
"7148 Midbury Dr, Dallas, TX 75230",Dallas,,en,32.9011046,-96.7822093,,,,,,,,,,,,,,,(214) 207-7725,33,,Texas,7148 Midbury Dr,4.0,Warner Company,https://www.google.com/maps/search/?api=1&query=Warner%20Company&query_place_id=ChIJpxOpHHogTIYRec8lNvMXTpk,
"5473 Blair Rd, Dallas, TX 75231",Dallas,,en,32.8852647,-96.7665235,,,,,,,,,,,,,,,(844) 766-3886,27,,Texas,5473 Blair Rd,5.0,Wisdom Construction Group,https://www.google.com/maps/search/?api=1&query=Wisdom%20Construction%20Group&query_place_id=ChIJDVn3ZuWfToYRRLsJQnDi-B4,
"808 S Brighton Ave, Dallas, TX 75208",Dallas,,en,32.7379497,-96.8500498,,,,,,,,,,,,,,,(214) 504-3664,37,,Texas,808 S Brighton Ave,4.2,Worldwide Contracting and Roofing,https://www.google.com/maps/search/?api=1&query=Worldwide%20Contracting%20and%20Roofing&query_place_id=ChIJnyAHOTyaToYRTqPDH_0YZ6s,
"100 W Ledbetter Dr, Dallas, TX 75224",Dallas,,en,32.6865359,-96.825126,Monday,9 AM to 5 PM,Tuesday,9 AM to 5 PM,Wednesday,9 AM to 5 PM,Thursday,9 AM to 5 PM,Friday,9 AM to 5 PM,Saturday,10 AM to 1 PM,Sunday,Closed,(214) 810-0861,17,,Texas,100 W Ledbetter Dr,4.8,Younes Roofing,https://www.google.com/maps/search/?api=1&query=Younes%20Roofing&query_place_id=ChIJxQPvcvGXToYRoLaxCj0SlUs,
"4849 Olson Dr, Dallas, TX 75227",Dallas,,en,32.7805505,-96.6743789,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5 PM,Friday,8 AM to 5 PM,Saturday,Closed,Sunday,Closed,,10,,Texas,4849 Olson Dr,4.8,d-7 Roofing,https://www.google.com/maps/search/?api=1&query=d-7%20Roofing&query_place_id=ChIJGcRw-EIfTIYR06_3teuUF4Y,
,,,en,32.818504,-96.7320961,,,,,,,,,,,,,,,(214) 779-7269,66,,,,,360 Building Service,https://www.google.com/maps/search/?api=1&query=360%20Building%20Service&query_place_id=ChIJ1YpRruK9ToYRcbRHjYZXOvU,
,,,en,32.7430719,-96.963595,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(214) 808-7126,55,,,,5.0,A Wright Choice Constrution Remodeling,https://www.google.com/maps/search/?api=1&query=A%20Wright%20Choice%20Constrution%20Remodeling&query_place_id=ChIJ_8x3t3aXToYRvRhVE4eIPS8,
,,,en,32.6531802,-96.875364,Monday,5 AM to 7 PM,Tuesday,5 AM to 7 PM,Wednesday,5 AM to 7 PM,Thursday,5 AM to 7 PM,Friday,5 AM to 7 PM,Saturday,5 AM to 7 PM,Sunday,5 AM to 7 PM,(214) 579-1109,65,,,,,A+ Painting and Roofing,https://www.google.com/maps/search/?api=1&query=A%2B%20Painting%20and%20Roofing&query_place_id=ChIJlb7IkRKXToYR3OcYZQHkxv4,
,,,en,32.7430719,-96.963595,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(214) 364-1488,67,,,,4.2,Amex Roofing,https://www.google.com/maps/search/?api=1&query=Amex%20Roofing&query_place_id=ChIJvRS5TFGtdycRTWNFU7Jk2Do,
,,,en,32.818504,-96.7320961,Monday,9 AM to 5 PM,Tuesday,9 AM to 5 PM,Wednesday,9 AM to 5 PM,Thursday,9 AM to 5 PM,Friday,9 AM to 5 PM,Saturday,9 AM to 5 PM,Sunday,9 AM to 5 PM,(469) 661-7540,70,,,,,Antonio Zelaya Roofing,https://www.google.com/maps/search/?api=1&query=Antonio%20Zelaya%20Roofing&query_place_id=ChIJdQGS_hHoPAgR_U2Mrn5UZ74,
,,,en,32.7430719,-96.963595,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(972) 634-7147,41,,,,4.9,Benson Restoration,https://www.google.com/maps/search/?api=1&query=Benson%20Restoration&query_place_id=ChIJte8RQ12dziURoUiO_F_lXcc,
,,,en,32.7430719,-96.963595,Monday,9 AM to 6 PM,Tuesday,9 AM to 6 PM,Wednesday,9 AM to 6 PM,Thursday,9 AM to 6 PM,Friday,9 AM to 6 PM,Saturday,9 AM to 6 PM,Sunday,Closed,(214) 780-9843,37,,,,,CBS Roofing & Exteriors,https://www.google.com/maps/search/?api=1&query=CBS%20Roofing%20%26%20Exteriors&query_place_id=ChIJT6Ang7qjToYRCjQv0j-3WHY,
,,,en,32.7430719,-96.963595,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5:30 PM,Friday,8 AM to 5 PM,Saturday,9 AM to 3 PM,Sunday,Closed,(817) 739-0692,54,,,,5.0,Calahan Fence Staining and Roofing,https://www.google.com/maps/search/?api=1&query=Calahan%20Fence%20Staining%20and%20Roofing&query_place_id=ChIJq8fUlKuyUAcRahYrUqMJq_Q,
,,,en,32.7430719,-96.963595,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Closed,(214) 846-8833,32,,,,5.0,Castle Hills Construction Group (Castle Hills Roofing Group),https://www.google.com/maps/search/?api=1&query=Castle%20Hills%20Construction%20Group%20(Castle%20Hills%20Roofing%20Group)&query_place_id=ChIJ3T5CKDFE2EIRt9TVU2hq1qo,
,,,en,32.7430719,-96.963595,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(214) 846-8833,33,,,,,Castle Hills Construction Group (Castle Hills Roofing Group),https://www.google.com/maps/search/?api=1&query=Castle%20Hills%20Construction%20Group%20(Castle%20Hills%20Roofing%20Group)&query_place_id=ChIJY6HD8JDPFikRMZ7MwX1jnLU,
,,,en,32.7412686,-96.846295,Monday,8 AM to 9 PM,Tuesday,8 AM to 9 PM,Wednesday,8 AM to 9 PM,Thursday,8 AM to 9 PM,Friday,8 AM to 9 PM,Saturday,8 AM to 9 PM,Sunday,8 AM to 9 PM,(469) 665-9236,86,,,,5.0,Champs Choice Roofing LLC,https://www.google.com/maps/search/?api=1&query=Champs%20Choice%20Roofing%20LLC&query_place_id=ChIJ___DOm6aToYRocMhsjF9Srk,
,,,en,32.7430719,-96.963595,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(469) 256-6183,50,,,,4.9,Coburn Restoration,https://www.google.com/maps/search/?api=1&query=Coburn%20Restoration&query_place_id=ChIJcU6aoUUlMwARlBu6f1cfKwU,
,,,en,32.818504,-96.7320961,Monday,7 AM to 5 PM,Tuesday,7 AM to 5 PM,Wednesday,7 AM to 5 PM,Thursday,7 AM to 5 PM,Friday,7 AM to 5 PM,Saturday,Closed,Sunday,Closed,(469) 202-4145,56,,,,,Complete Home Repair Service,https://www.google.com/maps/search/?api=1&query=Complete%20Home%20Repair%20Service&query_place_id=ChIJMZM4dmeXToYRsylddhH1kIs,
,,,en,32.818504,-96.7320961,Monday,8 AM to 6 PM,Tuesday,8 AM to 6 PM,Wednesday,8 AM to 6 PM,Thursday,8 AM to 6 PM,Friday,8 AM to 6 PM,Saturday,9 AM to 5 PM,Sunday,Closed,(214) 876-2399,67,,,,5.0,DAL roofing and remodeling LLC,https://www.google.com/maps/search/?api=1&query=DAL%20roofing%20and%20remodeling%20LLC&query_place_id=ChIJ77na9ahp7KsROdYi-zMynGg,
,,,en,32.7430719,-96.963595,Monday,9 AM to 9 PM,Tuesday,9 AM to 9 PM,Wednesday,9 AM to 9 PM,Thursday,9 AM to 9 PM,Friday,9 AM to 9 PM,Saturday,9 AM to 9 PM,Sunday,9 AM to 9 PM,(682) 347-0221,58,,,,,DFWFIXIT,https://www.google.com/maps/search/?api=1&query=DFWFIXIT&query_place_id=ChIJx2rdWsLZTYYRWpRgSdJtFIY,
,,,en,32.670493,-96.6131126,,,,,,,,,,,,,,,(214) 394-1517,73,,,,5.0,Emanuel Roofing and Custom Remodeling,https://www.google.com/maps/search/?api=1&query=Emanuel%20Roofing%20and%20Custom%20Remodeling&query_place_id=ChIJywkm7RG7ToYRojbuiEZ7bug,
,,,en,32.818504,-96.7075685,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(972) 890-5430,36,,,,5.0,Everlasting Finishes,https://www.google.com/maps/search/?api=1&query=Everlasting%20Finishes&query_place_id=ChIJp0MCb_KhToYRxHw066wuW0E,
,,,en,32.818504,-96.7320961,,,,,,,,,,,,,,,(214) 552-9987,31,,,,,Gaundencio Carvajal Roofing,https://www.google.com/maps/search/?api=1&query=Gaundencio%20Carvajal%20Roofing&query_place_id=ChIJuc73ivIVuioRYum9dXuRXBo,
,,,en,32.818504,-96.7320961,Monday,8 AM to 8 PM,Tuesday,8 AM to 8 PM,Wednesday,8 AM to 8 PM,Thursday,8 AM to 8 PM,Friday,8 AM to 8 PM,Saturday,9 AM to 7 PM,Sunday,Closed,(469) 689-9922,55,,,,,Gulf Coast Roofing,https://www.google.com/maps/search/?api=1&query=Gulf%20Coast%20Roofing&query_place_id=ChIJFyQ2caQNUikRskxTdyzeYJ4,
,,,en,32.818504,-96.7320961,Monday,8 AM to 8 PM,Tuesday,8 AM to 8 PM,Wednesday,8 AM to 8 PM,Thursday,8 AM to 8 PM,Friday,8 AM to 8 PM,Saturday,8 AM to 2 PM,Sunday,8 AM to 2 PM,(972) 597-0291,62,,,,5.0,H and E Remodeling and Painting Company,https://www.google.com/maps/search/?api=1&query=H%20and%20E%20Remodeling%20and%20Painting%20Company&query_place_id=ChIJfdlghGuOToYRbQPlmFRwWrw,
,,,en,32.8855085,-96.7736955,Monday,9 AM to 5 PM,Tuesday,9 AM to 5 PM,Wednesday,9 AM to 5 PM,Thursday,9 AM to 5 PM,Friday,9 AM to 5 PM,Saturday,10 AM to 5 PM,Sunday,Closed,(214) 609-0841,36,,,,3.7,Hale's Roofing and Construction,https://www.google.com/maps/search/?api=1&query=Hale's%20Roofing%20and%20Construction&query_place_id=ChIJEX2fZuGtToYRxlEp_q352UA,
,,,en,32.8801066,-96.557111,Monday,7 AM to 7 PM,Tuesday,7 AM to 7 PM,Wednesday,7 AM to 7 PM,Thursday,7 AM to 7 PM,Friday,7 AM to 7 PM,Saturday,7 AM to 7 PM,Sunday,7 AM to 7 PM,(945) 284-6862,34,,,,5.0,Headz Up Roofing & Construction,https://www.google.com/maps/search/?api=1&query=Headz%20Up%20Roofing%20%26%20Construction&query_place_id=ChIJ0bR_TObi0YwR_LTPjM6ZyI4,
,,,en,32.7430719,-96.963595,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(214) 382-1987,55,,,,4.8,Hout Home Repair,https://www.google.com/maps/search/?api=1&query=Hout%20Home%20Repair&query_place_id=ChIJtXQwD9ORToYRWZw8RcIYJYo,
,,,en,32.7430719,-96.963595,Monday,7 AM to 5 PM,Tuesday,7 AM to 6 PM,Wednesday,7 AM to 6 PM,Thursday,7 AM to 6 PM,Friday,7 AM to 6 PM,Saturday,8 AM to 5 PM,Sunday,Closed,(214) 763-5664,40,,,,5.0,IronSky Solutions LLC,https://www.google.com/maps/search/?api=1&query=IronSky%20Solutions%20LLC&query_place_id=ChIJP-MmH5iaOS8RAKqELTX3E2s,
,,,en,32.6680016,-96.7565061,Monday,7 AM to 7 PM,Tuesday,7 AM to 7 PM,Wednesday,7 AM to 7 PM,Thursday,7 AM to 7 PM,Friday,7 AM to 7 PM,Saturday,12 to 5 PM,Sunday,12 to 5 PM,(214) 531-5173,77,,,,,Jackson Roofing,https://www.google.com/maps/search/?api=1&query=Jackson%20Roofing&query_place_id=ChIJpQHy13-9ToYR9Lc7XP3pCP0,
,,,en,32.7430719,-96.963595,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(817) 714-2305,77,,,,,John 3:16 Contractors LLC,https://www.google.com/maps/search/?api=1&query=John%203%3A16%20Contractors%20LLC&query_place_id=ChIJLXjCm3OcpgQRtzytQslKlAc,
,,,en,32.7430719,-96.963595,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Closed,(469) 951-3282,35,,,,5.0,Kessler Roofing and Construction,https://www.google.com/maps/search/?api=1&query=Kessler%20Roofing%20and%20Construction&query_place_id=ChIJOXd-BSNqlgIRN7aQ3J75tvo,
,,,en,32.7430719,-96.963595,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(214) 894-6216,40,,,,5.0,Longhorn Restoration,https://www.google.com/maps/search/?api=1&query=Longhorn%20Restoration&query_place_id=ChIJx9tlwLf9JSYR6jDz_C086z4,
,,,en,32.725534,-96.778762,Monday,7 AM to 7:30 PM,Tuesday,7 AM to 7:30 PM,Wednesday,7 AM to 7:30 PM,Thursday,7 AM to 7:30 PM,Friday,7 AM to 7:30 PM,Saturday,7 to 7:30 AM,Sunday,Closed,(469) 761-0074,67,,,,,M&M Remodeling,https://www.google.com/maps/search/?api=1&query=M%26M%20Remodeling&query_place_id=ChIJGWGxbV-lToYRbFv2zWUFTvw,
,,,en,32.7430719,-96.963595,,,,,,,,,,,,,,,(817) 448-5484,98,,,,,M31 Roofing & Remodeling,https://www.google.com/maps/search/?api=1&query=M31%20Roofing%20%26%20Remodeling&query_place_id=ChIJnzraB1Tzl4wRRLKY5MHiqaM,
,,,en,32.7430719,-96.963595,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(469) 810-2630,34,,,,5.0,Marcos Roofing & Construction,https://www.google.com/maps/search/?api=1&query=Marcos%20Roofing%20%26%20Construction&query_place_id=ChIJj067E3TLaYYR47IjWKBRkmk,
,,,en,32.818504,-96.7320961,Monday,7 AM to 6 PM,Tuesday,7 AM to 6 PM,Wednesday,7 AM to 6 PM,Thursday,7 AM to 6 PM,Friday,7 AM to 6 PM,Saturday,7 AM to 6 PM,Sunday,Closed,(214) 815-4596,68,,,,5.0,Mi Casa Remodeling,https://www.google.com/maps/search/?api=1&query=Mi%20Casa%20Remodeling&query_place_id=ChIJE23vDcWQToYRTVTnYNfyPRo,
,,,en,32.8353211,-96.6891649,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5 PM,Friday,8 AM to 5 PM,Saturday,Closed,Sunday,Closed,(972) 771-7578,47,,,,3.9,Nabors Roofing,https://www.google.com/maps/search/?api=1&query=Nabors%20Roofing&query_place_id=ChIJjbaut-uYToYRZV1LEN_mKy4,
,,,en,32.818504,-96.7320961,Monday,7 AM to 8 PM,Tuesday,7 AM to 8 PM,Wednesday,7 AM to 8 PM,Thursday,7 AM to 8 PM,Friday,7 AM to 8 PM,Saturday,7 AM to 8 PM,Sunday,Closed,(214) 444-2424,35,,,,4.6,New Peak Roofing,https://www.google.com/maps/search/?api=1&query=New%20Peak%20Roofing&query_place_id=ChIJuVkAXkvXaWIRAx5wLXi65vQ,
,,,en,32.7430719,-96.963595,Monday,8 AM to 6 PM,Tuesday,8 AM to 6 PM,Wednesday,8 AM to 6 PM,Thursday,8 AM to 6 PM,Friday,8 AM to 6 PM,Saturday,10 AM to 3 PM,Sunday,10 AM to 3 PM,(214) 335-7022,52,,,,3.1,Nunez Fence and Roof Services,https://www.google.com/maps/search/?api=1&query=Nunez%20Fence%20and%20Roof%20Services&query_place_id=ChIJ5X4w3SCjToYR-PdG-1mGTN4,
,,,en,32.7430719,-96.963595,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(945) 206-7134,47,,,,5.0,OGS Restoration,https://www.google.com/maps/search/?api=1&query=OGS%20Restoration&query_place_id=ChIJNU6G0abcZa8RSJVOjlP-mN4,
,,,en,32.818504,-96.7320961,Monday,9 AM to 6 PM,Tuesday,9 AM to 6 PM,Wednesday,9 AM to 6 PM,Thursday,9 AM to 6 PM,Friday,9 AM to 6 PM,Saturday,Closed,Sunday,Closed,(817) 721-2768,89,,,,,"Pink Hammers, LLC",https://www.google.com/maps/search/?api=1&query=Pink%20Hammers%2C%20LLC&query_place_id=ChIJDw-MuPOPToYRDS4tU9hz1Zc,
,,,en,32.7430719,-96.963595,Monday,8 AM to 6 PM,Tuesday,8 AM to 6 PM,Wednesday,8 AM to 6 PM,Thursday,8 AM to 6 PM,Friday,8 AM to 6 PM,Saturday,8 AM to 6 PM,Sunday,Closed,(214) 907-1244,46,,,,5.0,Prestige Roofing,https://www.google.com/maps/search/?api=1&query=Prestige%20Roofing&query_place_id=ChIJu92G_Vww5i0RUSKGSjYfrDA,
,,,en,32.818504,-96.7320961,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5 PM,Friday,8 AM to 5 PM,Saturday,Closed,Sunday,Closed,(979) 922-4441,94,,,,,Prohome Detail,https://www.google.com/maps/search/?api=1&query=Prohome%20Detail&query_place_id=ChIJf4RybsTH3Y4RHcCb_EL3OLQ,
,,,en,32.7531087,-96.8375746,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5 PM,Friday,8 AM to 5 PM,Saturday,Closed,Sunday,Closed,(214) 562-5278,52,,,,,RG Renovation Services,https://www.google.com/maps/search/?api=1&query=RG%20Renovation%20Services&query_place_id=ChIJnbbVToX8eYMRGWv_n2n0eYU,
,,,en,32.7430719,-96.963595,Monday,9 AM to 6 PM,Tuesday,9 AM to 6 PM,Wednesday,9 AM to 6 PM,Thursday,9 AM to 6 PM,Friday,9 AM to 6 PM,Saturday,8 AM to 2 PM,Sunday,Closed,(682) 239-1796,52,,,,1.0,Rainmaker Roofing,https://www.google.com/maps/search/?api=1&query=Rainmaker%20Roofing&query_place_id=ChIJL2MQQ5B_ToYRJ7fXMS_5rvU,
,,,en,32.7430719,-96.963595,,,,,,,,,,,,,,,(682) 362-9828,56,,,,5.0,Renewed Restoration Group,https://www.google.com/maps/search/?api=1&query=Renewed%20Restoration%20Group&query_place_id=ChIJ_dk2oPXrR0URmyerOJ8qrlY,
,,,en,32.7430719,-96.963595,Monday,8 AM to 8 PM,Tuesday,8 AM to 8 PM,Wednesday,8 AM to 8 PM,Thursday,8 AM to 8 PM,Friday,8 AM to 8 PM,Saturday,8 AM to 8 PM,Sunday,Closed,(469) 358-1032,40,,,,,Roof Buddy LLC,https://www.google.com/maps/search/?api=1&query=Roof%20Buddy%20LLC&query_place_id=ChIJmWQd7V2fToYRcQwXWGgWYU4,
,,,en,32.818504,-96.7320961,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5 PM,Friday,8 AM to 5 PM,Saturday,Closed,Sunday,Closed,(214) 514-5160,76,,,,1.0,Sanchez Remodeling Dallas,https://www.google.com/maps/search/?api=1&query=Sanchez%20Remodeling%20Dallas&query_place_id=ChIJNWlap4mRToYRGbFbnoATwy0,
,,,en,32.7430719,-96.963595,Monday,7 AM to 7 PM,Tuesday,7 AM to 7 PM,Wednesday,7 AM to 7 PM,Thursday,7 AM to 7 PM,Friday,7 AM to 7 PM,Saturday,7 AM to 5 PM,Sunday,Closed,(214) 710-5476,28,,,,5.0,Tarangos Home Improvements LLC,https://www.google.com/maps/search/?api=1&query=Tarangos%20Home%20Improvements%20LLC&query_place_id=ChIJI4SV4CwtUw8RI_tE35zEFw0,
,,,en,32.916304,-96.7893226,Monday,9 AM to 7:30 PM,Tuesday,9 AM to 7:30 PM,Wednesday,9 AM to 7:30 PM,Thursday,9 AM to 7:30 PM,Friday,9 AM to 7:30 PM,Saturday,9 AM to 7:30 PM,Sunday,Closed,(214) 624-2719,33,,,,5.0,Texas Roofing By Design,https://www.google.com/maps/search/?api=1&query=Texas%20Roofing%20By%20Design&query_place_id=ChIJ7Z5HcyjDbKYRKYHnrYFVcIA,
,,,en,32.7412686,-96.7046134,Monday,8 AM to 5 PM,Tuesday,8 AM to 5 PM,Wednesday,8 AM to 5 PM,Thursday,8 AM to 5 PM,Friday,8 AM to 5 PM,Saturday,Closed,Sunday,Closed,(214) 668-1123,49,,,,,"Thunder Roofing, Inc.",https://www.google.com/maps/search/?api=1&query=Thunder%20Roofing%2C%20Inc.&query_place_id=ChIJBeic692fToYRpoQDm2DnGpQ,
,,,en,32.7430719,-96.963595,Monday,8 AM to 6 PM,Tuesday,8 AM to 6 PM,Wednesday,9 AM to 6 PM,Thursday,8 AM to 6 PM,Friday,8 AM to 6 PM,Saturday,8 AM to 6 PM,Sunday,8 AM to 6 PM,(214) 938-6737,96,,,,,Turner Roofing and Solar Service,https://www.google.com/maps/search/?api=1&query=Turner%20Roofing%20and%20Solar%20Service&query_place_id=ChIJs_vNo37FA04RY1SbPnlkiIw,
,,,en,32.818504,-96.7320961,Monday,8 AM to 7 PM,Tuesday,8 AM to 7 PM,Wednesday,8 AM to 7 PM,Thursday,8 AM to 7 PM,Friday,8 AM to 7 PM,Saturday,8 AM to 7 PM,Sunday,Closed,(214) 454-4975,39,,,,5.0,Vazquez Remodeling and Construction,https://www.google.com/maps/search/?api=1&query=Vazquez%20Remodeling%20and%20Construction&query_place_id=ChIJCSWcVtmbToYRZtTna09Drio,
,,,en,32.7430719,-96.963595,Monday,8 AM to 5:30 PM,Tuesday,8 AM to 5:30 PM,Wednesday,8 AM to 5:30 PM,Thursday,8 AM to 5:30 PM,Friday,8 AM to 5:30 PM,Saturday,8 AM to 4 PM,Sunday,Closed,(214) 663-3940,59,,,,,Veranda Roofing System,https://www.google.com/maps/search/?api=1&query=Veranda%20Roofing%20System&query_place_id=ChIJZyK5UaupIQYR4OnkSkPtmQY,
,,,en,32.818504,-96.7320961,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(214) 257-8941,31,,,,,X-Factor Construction,https://www.google.com/maps/search/?api=1&query=X-Factor%20Construction&query_place_id=ChIJR29dMSniMCQR351YPILUJHw,
,,,en,32.7144881,-96.768804,Monday,8 AM to 6 PM,Tuesday,8 AM to 6 PM,Wednesday,8 AM to 6 PM,Thursday,8 AM to 6 PM,Friday,8 AM to 6 PM,Saturday,8 AM to 6 PM,Sunday,8 AM to 6 PM,(214) 200-6008,61,,,,5.0,Zip Roofing,https://www.google.com/maps/search/?api=1&query=Zip%20Roofing&query_place_id=ChIJj-A5XUUhTIYRaAKm-l7kQ9M,
